ballLocX_0,ballLocY_0,ballLocZ_0,ballVelX_0,ballVelY_0,ballVelZ_0,carLocX_0,carLocY_0,carLocZ_0,carPitch_0,carYaw_0,carRoll_0,carVelX_0,carVelY_0,carVelZ_0,ballLocX_1,ballLocY_1,ballLocZ_1,ballVelX_1,ballVelY_1,ballVelZ_1,carLocX_1,carLocY_1,carLocZ_1,carPitch_1,carYaw_1,carRoll_1,carVelX_1,carVelY_1,carVelZ_1,throttle,steer,time
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-255.989990234375,-3839.809814453125,17.010000228881836,-0.009683254174888134,1.5707963705062866,0.0,0.0,-0.006349737755954266,8.321000099182129,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-841.4249877929688,-4310.4267578125,17.010000228881836,-0.009683254174888134,-0.19711652398109436,0.0,-987.77685546875,86.38959503173828,8.321000099182129,-0.7503152731610416,0.6526974094235947,1.4518014103423404
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-841.4249877929688,-4310.4267578125,17.010000228881836,-0.009683254174888134,-0.19711652398109436,0.0,-987.77685546875,86.38959503173828,8.321000099182129,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-679.330810546875,-4457.826171875,17.010000228881836,-0.009587380103766918,-0.6979612708091736,0.0,357.27838134765625,-308.75177001953125,8.301000595092773,0.23358033737696327,-0.25127258597303187,1.8475473335139942
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-679.330810546875,-4457.826171875,17.010000228881836,-0.009587380103766918,-0.6979612708091736,0.0,357.27838134765625,-308.75177001953125,8.301000595092773,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-655.7759399414062,-4478.96826171875,17.010000228881836,-0.009683254174888134,-0.7363107800483704,0.0,205.7684326171875,-195.99942016601562,8.331000328063965,-0.9812483927114849,-0.6734241954519813,0.07752550415788484
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-655.7759399414062,-4478.96826171875,17.010000228881836,-0.009683254174888134,-0.7363107800483704,0.0,205.7684326171875,-195.99942016601562,8.331000328063965,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1140.7813720703125,-4291.85205078125,17.010000228881836,-0.009587380103766918,0.07315170764923096,0.0,-566.5455322265625,-1.8763678073883057,8.321000099182129,-0.25177365919717754,-0.34198894676262853,1.8854107467032968
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1140.7813720703125,-4291.85205078125,17.010000228881836,-0.009587380103766918,0.07315170764923096,0.0,-566.5455322265625,-1.8763678073883057,8.321000099182129,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1138.9947509765625,-4287.53515625,17.010000228881836,-0.009491506032645702,0.10622817277908325,0.0,415.66119384765625,41.85196304321289,8.321000099182129,0.9790568381516078,-0.06454921418203442,0.5159651058776156
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1138.9947509765625,-4287.53515625,17.010000228881836,-0.009491506032645702,0.10622817277908325,0.0,415.66119384765625,41.85196304321289,8.321000099182129,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1922.429443359375,-2575.811767578125,17.010000228881836,-0.009587380103766918,-2.8236751556396484,0.0,-1333.7713623046875,-403.17919921875,8.331000328063965,0.9618518124077623,0.5490411920755054,2.7024131221925742
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1922.429443359375,-2575.811767578125,17.010000228881836,-0.009587380103766918,-2.8236751556396484,0.0,-1333.7713623046875,-403.17919921875,8.331000328063965,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1949.1710205078125,-2584.0927734375,17.010000228881836,-0.009587380103766918,-2.799323081970215,0.0,-1324.8466796875,-435.8699645996094,8.331000328063965,0.2817954726905626,-0.6014105789736115,0.012540057533902527
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-1949.1710205078125,-2584.0927734375,17.010000228881836,-0.009587380103766918,-2.799323081970215,0.0,-1324.8466796875,-435.8699645996094,8.331000328063965,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-3026.441162109375,-2148.817138671875,17.010000228881836,-0.009587380103766918,1.7263035774230957,0.0,-255.72601318359375,1283.9984130859375,8.331000328063965,0.6681339105187274,-0.9002811529499151,0.9935027295898067
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-3026.441162109375,-2148.817138671875,17.010000228881836,-0.009587380103766918,1.7263035774230957,0.0,-255.72601318359375,1283.9984130859375,8.331000328063965,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-4069.56640625,-793.508544921875,188.87709045410156,1.3287149667739868,2.9889614582061768,-0.15675365924835205,-278.9522705078125,56.127811431884766,1011.9055786132812,0.1154313859268088,0.4754065911251538,1.5284847753762385
0.0,0.0,93.1500015258789,0.0,0.0,0.0,-4069.56640625,-793.508544921875,188.87709045410156,1.3287149667739868,2.9889614582061768,-0.15675365924835205,-278.9522705078125,56.127811431884766,1011.9055786132812,0.0,0.0,93.1500015258789,0.0,0.0,0.0,-4078.97998046875,-682.5817260742188,1197.68701171875,1.2966930866241455,1.6059820652008057,-1.537144660949707,8.301000595092773,260.985107421875,910.3328857421875,0.9386764314681303,-0.13907353476854317,1.0460166451318038
