ballLocX_0,ballLocY_0,ballLocZ_0,ballVelX_0,ballVelY_0,ballVelZ_0,carLocX_0,carLocY_0,carLocZ_0,carPitch_0,carYaw_0,carRoll_0,carVelX_0,carVelY_0,carVelZ_0,ballLocX_1,ballLocY_1,ballLocZ_1,ballVelX_1,ballVelY_1,ballVelZ_1,carLocX_1,carLocY_1,carLocZ_1,carPitch_1,carYaw_1,carRoll_1,carVelX_1,carVelY_1,carVelZ_1,throttle,steer,time
0.0,0.0,92.73999786376953,0.0,0.0,0.0,87.35973358154297,-2459.46630859375,17.010000228881836,-0.009491506032645702,-2.8940465450286865,9.58738019107841e-05,478.6502380371094,138.0908660888672,8.321000099182129,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-242.50970458984375,-1603.113525390625,17.010000228881836,-0.009491506032645702,0.9105134606361389,0.0,465.2711486816406,597.5445556640625,8.310999870300293,0.2676719442377187,-0.5361197949740513,2.8335941769999984
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-242.50970458984375,-1603.113525390625,17.010000228881836,-0.009491506032645702,0.9105134606361389,0.0,465.2711486816406,597.5445556640625,8.310999870300293,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-96.85000610351562,-1438.134521484375,17.010000228881836,-0.009587380103766918,0.817036509513855,-9.58738019107841e-05,584.64501953125,624.906005859375,8.310999870300293,0.4870339836413229,-0.009173054165234618,0.27886090900000227
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-96.85000610351562,-1438.134521484375,17.010000228881836,-0.009587380103766918,0.817036509513855,-9.58738019107841e-05,584.64501953125,624.906005859375,8.310999870300293,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1239.4840087890625,-3099.200439453125,17.010000228881836,-0.009587380103766918,1.0802100896835327,0.0,-610.0150756835938,-1121.8670654296875,8.310999870300293,-0.6311398600058682,-0.057591955224818525,2.9159825579999996
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1239.4840087890625,-3099.200439453125,17.010000228881836,-0.009587380103766918,1.0802100896835327,0.0,-610.0150756835938,-1121.8670654296875,8.310999870300293,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1825.1092529296875,-4081.431884765625,17.010000228881836,-0.009587380103766918,0.949438214302063,0.0,-748.2635498046875,-1071.0574951171875,8.310999870300293,-0.11544439972709464,0.08751145549152173,0.8899645780000007
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1825.1092529296875,-4081.431884765625,17.010000228881836,-0.009587380103766918,0.949438214302063,0.0,-748.2635498046875,-1071.0574951171875,8.310999870300293,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1951.443359375,-4257.6357421875,17.010000228881836,-0.009299758821725845,1.033040165901184,0.0,-327.8105773925781,-481.5380554199219,8.310999870300293,0.1663249542094145,-0.356303273588658,0.21504349099999942
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1951.443359375,-4257.6357421875,17.010000228881836,-0.009299758821725845,1.033040165901184,0.0,-327.8105773925781,-481.5380554199219,8.310999870300293,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1953.223388671875,-4247.63330078125,17.010000228881836,-0.009587380103766918,1.1183679103851318,-9.58738019107841e-05,41.26095199584961,91.63418579101562,8.310999870300293,0.051605558958673026,0.16599854905888378,1.5408926170000008
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-1953.223388671875,-4247.63330078125,17.010000228881836,-0.009587380103766918,1.1183679103851318,-9.58738019107841e-05,41.26095199584961,91.63418579101562,8.310999870300293,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-2206.368408203125,-4749.57763671875,17.010000228881836,-0.009683254174888134,1.0804977416992188,9.58738019107841e-05,-448.5263977050781,-848.4425659179688,8.310999870300293,-0.9063236300825881,0.019868549219027365,1.0790580490000004
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-2206.368408203125,-4749.57763671875,17.010000228881836,-0.009683254174888134,1.0804977416992188,9.58738019107841e-05,-448.5263977050781,-848.4425659179688,8.310999870300293,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-3136.5556640625,-4427.0517578125,16.355602264404297,-0.01601092517375946,-1.8747162818908691,-0.007382282521575689,196.02784729003906,1225.212646484375,17.97952651977539,-0.8936870959720253,0.9689574239172254,1.3675766629999977
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-3136.5556640625,-4427.0517578125,16.355602264404297,-0.01601092517375946,-1.8747162818908691,-0.007382282521575689,196.02784729003906,1225.212646484375,17.97952651977539,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-3080.29833984375,-4247.86376953125,17.010000228881836,-0.009491506032645702,-2.0472891330718994,0.0,-155.2476348876953,-300.80413818359375,8.301000595092773,0.539351901917283,-0.0031796282264919817,0.8537078350000016
0.0,0.0,92.73999786376953,0.0,0.0,0.0,-3080.29833984375,-4247.86376953125,17.010000228881836,-0.009491506032645702,-2.0472891330718994,0.0,-155.2476348876953,-300.80413818359375,8.301000595092773,0.0,0.0,92.73999786376953,0.0,0.0,0.0,-3109.45947265625,-4304.20751953125,17.010000228881836,-0.009779127314686775,-2.0490148067474365,0.0,3.409860610961914,18.32805061340332,8.310999870300293,-0.23562972882336042,0.375619187646407,0.2548231180000009
